Категория	Место	Код	Приоритет	Вид испытания	Математика	Информатика	Русский язык	ИД	Балл ВИ	Балл ВИ+ИД	Преимущественное право	Основной высший приоритет	Высший проходной приоритет	Согласие	Олимпиада
Отдельная квота	151	2054322	2	ЕГЭ	97	83	61	2	241	243	нет	нет	нет	нет	
Отдельная квота	152	1291820	3	ЕГЭ	82	75	81	5	238	243	нет	нет	нет	нет	
Отдельная квота	153	1797323	3	ЕГЭ	92	75	75	0	242	242	нет	нет	нет	нет	
Отдельная квота	154	957798	3	ЕГЭ	80	75	83	3	238	241	нет	нет	нет	нет	
Отдельная квота	155	1169582	3	ЕГЭ	92	78	69	0	239	239	нет	нет	нет	нет	
Отдельная квота	156	993332	1	ЕГЭ	74	70	83	0	227	227	нет	нет	нет	нет	
Отдельная квота	157	1903230	2	ЕГЭ	74	67	83	3	224	227	нет	нет	нет	нет	
Отдельная квота	158	985582	1	ЕГЭ	76	72	75	0	223	223	да	нет	нет	нет	
Отдельная квота	159	1564250	3	ЕГЭ	72	75	75	0	222	222	да	нет	нет	нет	
Отдельная квота	160	1195126	3	ЕГЭ	78	75	67	2	220	222	нет	нет	нет	нет	
Отдельная квота	161	965789	1	ЕГЭ	74	70	75	0	219	219	нет	нет	да	да	
Отдельная квота	162	1488324	2	ВИ	90	60	64	2	214	216	нет	нет	нет	да	
Отдельная квота	163	1896794	4	ЕГЭ	80	70	64	0	214	214	нет	нет	нет	нет	
Отдельная квота	164	1678446	2	ЕГЭ	74	78	61	0	213	213	нет	нет	нет	нет	
Отдельная квота	165	1268940	5	ЕГЭ	72	72	63	0	207	207	нет	нет	нет	нет	
Отдельная квота	166	1562914	5	ЕГЭ	70	67	69	0	206	206	нет	нет	нет	нет	
Отдельная квота	167	950921	5	ЕГЭ	64	78	63	0	205	205	нет	нет	нет	нет	
Отдельная квота	168	1204136	4	ЕГЭ	58	72	61	0	191	191	нет	нет	нет	нет	
Отдельная квота	169	1724752	2	ВИ	72	67	42	0	181	181	нет	нет	нет	нет	
Отдельная квота	170	1726101	2	ВИ	90		84	0	174	174	нет	нет	нет	нет	
Отдельная квота	171	1209661	2	ВИ	86		81	2	167	169	да	нет	нет	нет	
Отдельная квота	172	1905289	2	ВИ	76		81	0	157	157	нет	нет	нет	нет	
Отдельная квота	173	1947499	1	ВИ	80		72	0	152	152	нет	нет	нет	нет	
Отдельная квота	174	1251679	4	ВИ	76		72	0	148	148	нет	нет	нет	нет	
Отдельная квота	175	1792266	5	ВИ	72	67		2	139	141	да	нет	нет	нет	
Отдельная квота	176	1429267	4	ВИ	70		61	0	131	131	нет	нет	нет	нет	
Отдельная квота	177	1431504	4	ВИ	58	7	64	0	129	129	нет	нет	нет	нет	
Отдельная квота	178	1465540	1	ВИ	40	25	61	0	126	126	нет	нет	нет	нет	
Отдельная квота	179	941603	1	ВИ	40		84	0	124	124	нет	нет	нет	нет	
Отдельная квота	180	1966252	3	ЕГЭ	58		51	0	109	109	нет	нет	нет	нет	
Отдельная квота	181	1771835	3	ВИ	40		58	0	98	98	нет	нет	нет	нет	
Отдельная квота	182	1153547	2	ВИ	40		52	0	92	92	нет	нет	нет	нет	
Отдельная квота	183	963445	1	ВИ	30		60	0	90	90	нет	нет	нет	нет	
